单位名称,统一社会信用代码,住所,环评工程师数量,主要编制人员数量,当前状态,第1记分周期,第2记分周期,第3记分周期,第4记分周期,第5记分周期
安徽国燚环境科技有限公司,91340104MA2TG9UU5B,安徽省-合肥市-庐阳区-濉溪路118号汇丰广场办1-804室,1,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:5,5::-
德州鑫蓬安全技术中心有限公司,91371400MA3QE7WK9N,山东省-德州市-经济技术开发区-宋官屯街道办事处德百物流批发城五金区B2栋331号,1,0,正常公开,1:2021:8,2:2022:5,3:2023:0,4::-,5::-
安徽水风清生态环境科技有限公司,91340111MA8P3DFH07,安徽省-合肥市-经济技术开发区-紫云路8255号世茂翡翠府邸14幢2404,1,1,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
诚源环境技术（武汉）有限公司,91420100MA49BDE745,湖北省-武汉市-东湖新技术开发区-光谷大道77号金融港后台服务中心一期A4栋2层21号,1,4,正常公开,1:2020:0,2:2021:5,3:2022:0,4:2023:0,5::-
山东绿源智胜环保服务有限公司,91370400MA94GDF640,山东省-枣庄市-高新技术产业开发区-枣庄高新区兴仁街道德仁北路317号创客星球806室,1,1,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
赣州科净环保工程技术有限公司,91360702327718524H,江西省-赣州市-章贡区-水西工业园金发路北端,1,11,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
云南源典环保工程有限公司,91530103MA6Q813E10,云南省-昆明市-盘龙区-联盟路与万宏路交汇处万宏嘉园锦苑A座10层1019号,1,6,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
上海壤佑环境科技有限公司,91310116MA1JCCR731,上海市-上海市-金山区-上海市金山区枫泾镇王圩东路1528号7幢10153室,1,1,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
内蒙古利永贞项目咨询管理有限公司,91150902578881713Y,内蒙古自治区-乌兰察布市-集宁区-新区察哈尔西大街景泰铭座A座1-1702室,1,2,正常公开,1:2021:0,2:2022:0,3:2023:5,4::-,5::-
内蒙古华霖环保科技有限公司,91150702MA0QK3Y47X,内蒙古自治区-呼伦贝尔市-海拉尔区-红星美凯龙家居一期21号楼1单元119号房,1,2,正常公开,1:2020:0,2:2021:8,3:2022:5,4:2023:0,5::-
安徽明净环保科技有限公司,913408000978748546,安徽省-安庆市-大观区-皇冠路8号,1,2,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
甘肃西凉生态环境有限公司,91620105MA74KCJA8D,甘肃省-兰州市-安宁区-北滨河西路1264号（兰州国际家居建材博览城B3区第49幢1单元606室）,1,0,正常公开,1:2021:0,2:2022:0,3:2023:10,4::-,5::-
云南万绿科技有限公司,915323000642688235,云南省-楚雄彝族自治州-楚雄市-高新区紫溪大道轻纺城9幢2单元410-2室,1,3,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
内蒙古中核实业有限公司,91150291MA0MWTRX23,内蒙古自治区-包头市-稀土高新区-幸福南路天龙写字楼406室,1,3,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
丹阳市春晓环保科技有限公司,91321181MA20UFMG63,江苏省-镇江市-丹阳市-开发区立曜路总部经济园2号楼A411,1,0,正常公开,1:2021:8,2:2022:0,3:2023:0,4::-,5::-
甘肃中宜欣伟企业咨询服务有限公司,91620103MA7J3FB558,甘肃省-兰州市-七里河区-西津西路239号五金机电物流中心,1,1,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
丹东市环境规划设计院有限公司,912106035613971164,辽宁省-丹东市-振兴区-六经街31号1301室,1,5,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
陕西顺泽环保技术有限公司,91610113MA6TYG4A08,陕西省-西安市-雁塔区-长安南路农林壹号,1,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
海口然德环保技术服务有限公司,91460100665102300X,海南省-海口市-龙华区-海秀中路52-6号昌海商务大厦5F/C,1,0,正常公开,1:2020:0,2:2021:0,3:2022:20,4:2022:4,5:2023:0
宁夏清源环境科技有限公司,91640400MA772KJ379,宁夏回族自治区-固原市-原州区-北京路丽景城2号商住楼117、217号营业房,1,1,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
广州盛源生态环保科技有限公司,91440101MA5CCH4391,广东省-广州市-番禺区-南村镇万博二路202号1座1411,1,3,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
湖南亿科检测有限公司,91430600394305391G,湖南省-岳阳市-岳阳楼区-奇康路206号（奇家社区五网格）,1,2,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
杭州田湾环保科技有限公司,91330109MA7CF7HQ2Y,浙江省-杭州市-萧山区-北干街道绿都世贸广场写字楼603室,1,0,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
广东天圣高科环保科技有限公司,91442000323300542Y,广东省-中山市-中山-中山市东区东苑南路103号大东裕商务大楼602室,1,4,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
内蒙古利元环保科技有限公司,91150402MAC48CPJ3B,内蒙古自治区-赤峰市-红山区-哈达街道长青街西段路南、昭乌达路以西天王国际酒店1号楼032110-032111,1,0,正常公开,1:2023:0,2::-,3::-,4::-,5::-
兰州成英咨询服务有限公司,91620105MA73J9K329,甘肃省-兰州市-安宁区-兰州市安宁区桃林路112号,1,2,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
湖南中嘉泰禾环境科技有限公司,91430103MA4QN36774,湖南省-长沙市-望城区-月亮岛街道金星北路万泰大厦第1栋13层1302、1303号房,1,5,正常公开,1:2021:0,2:2022:4,3:2023:0,4::-,5::-
甘肃碧水环保咨询有限公司,91620102MA74LHPN11,甘肃省-兰州市-七里河区-西津西路24号建兰大厦14楼1402室,1,3,正常公开,1:2021:0,2:2022:5,3:2023:5,4::-,5::-
内蒙古中政国环工程顾问有限公司,911506006865316495,内蒙古自治区-鄂尔多斯市-东胜区-宝日陶亥东街4号街坊,1,6,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
丽江骏天环保科技有限公司,91530702MA6Q93K81B,云南省-丽江市-古城区-西安街道雪山路书香苑7栋101,1,1,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
陕西信源环保有限责任公司,916103020881906537,陕西省-宝鸡市-金台区-行政大道5号广汇大厦A座1303,1,1,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
内蒙古广炫环保科技服务有限公司,91150291MA0Q1KBT87,内蒙古自治区-包头市-稀土高新区-创业园区软件园大厦B105-75,1,6,正常公开,1:2020:0,2:2021:5,3:2022:0,4:2023:0,5::-
泉州市佳盛环保技术服务有限公司,91350503MA330UDL1K,福建省-泉州市-丰泽区-津淮街福田路120号丰泽街道办事处七楼西侧,1,2,正常公开,1:2020:5,2:2021:5,3:2022:0,4:2023:5,5::-
青岛宏博安全环保技术服务有限公司,913702035952601428,山东省-青岛市-平度市-同和街道办事处常州路26-20号,1,1,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
洛阳华泓科技有限公司,91410306MA468D1X53,河南省-洛阳市-吉利区-文化路22号,1,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
宁波新桥环境工程咨询有限公司,91330211MA2AFBHT7A,浙江省-宁波市-镇海区-庄市街道中官西路1277号启迪科技园（宁波）1号4-1室（A栋401）,1,5,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
吉林省广信工程技术咨询有限公司,91220102059750287F,吉林省-长春市-南关区-卫星广场成基商务A座17层,1,0,正常公开,1:2019:0,2:2020:0,3:2021:5,4:2022:0,5:2023:0
黑龙江省友飞环保科技服务有限公司,91230103MA1B3FC967,黑龙江省-哈尔滨市-南岗区-西大直街400号2单元22层4号,1,0,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
河北弘盛源科技有限公司,911301000748779721,河北省-石家庄市-长安区-阜康路1号,1,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
青岛海大工程勘察设计开发院有限公司,913702007306339771,山东省-青岛市-黄岛区-映山红路117号2栋403室,1,4,正常公开,1:2022:2,2:2023:0,3::-,4::-,5::-
江苏苏通环保科技有限公司,91320682MA1W57QP4Y,江苏省-南通市-苏通科技产业园-清枫路203号（宏发工业园）,1,3,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
广东苏辰生态环境科技有限公司,91441900MA4X7BYD5D,广东省-东莞市-东莞-广东省东莞市东城街道长泰路东城段556号中信德方斯花园3栋202室,1,17,正常公开,1:2019:0,2:2020:10,3:2021:8,4:2022:0,5:2023:0
陕西中科环创生态环境技术有限公司,91610132MA6WWK2C7G,陕西省-西安市-经济技术开发区-陕西省西安市经济技术开发区常青二路6号德宜国际中心（MAX未来）第3橦2单元21401室,1,10,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
成都天晨环保工程有限公司,91510107MA61RGGK5H,四川省-成都市-武侯区-高升桥东路2号1栋1单元4层14号,1,3,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
福建绿佳环保科技有限公司,91350100MA2XUC3Q99,福建省-福州市-仓山区-建新镇红江路67号9号楼三层308室,1,1,正常公开,1:2020:5,2:2021:5,3:2022:0,4:2023:5,5::-
大连鑫柏环境工程有限公司,91210282MA10LB1934,辽宁省-大连市-普兰店区-渤海街163-5号,1,5,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
海南依拉贝工程咨询有限公司,91460000MABRU2R53T,海南省-海口市-龙华区-海秀中路52-6号昌海商务大厦第5层A-1号,1,3,正常公开,1:2022:0,2:2023:5,3::-,4::-,5::-
广东蓝清环保工程有限公司,91440704MA4WUN5K5G,广东省-江门市-江海区-礼乐文昌花园文献小区53幢二层,1,1,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
江苏佳信环保咨询有限公司,91320118MA1Y04RQ52,江苏省-南京市-高淳区-经济开发区恒盛路5号4栋,1,3,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
杭州尚贤环境工程有限公司,91330108MA27Y8FW1M,浙江省-杭州市-西湖区-三墩镇萍水西街80号优盘时代3号楼1105室,1,3,正常公开,1:2020:0,2:2021:0,3:2022:2,4:2023:0,5::-
内蒙古清禾环保科技有限公司,91150602MA0PUH2C0W,内蒙古自治区-鄂尔多斯市-东胜区-伊煤路南9号街坊安厦家园小区5号楼201,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
云南川鼎科技有限公司,91530100MA6K3FWD39,云南省-昆明市-国家高新技术产业开发区-鼎易天城8幢10楼1002号,1,8,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
山东潮杨环保科技有限公司,91370800MA3RCYT34W,山东省-济宁市-太白湖新区-山东省济宁北湖省级旅游度假区国投大厦二楼205室,1,5,正常公开,1:2020:0,2:2021:5,3:2022:0,4:2023:0,5::-
眉山琼洲工程咨询有限公司,91511402MA658PPW5F,四川省-眉山市-东坡区-东郊街69号,1,5,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河北武坤环保科技有限公司,91130609MA0DUDRR03,河北省-保定市-徐水区-宏兴西路云谷中心B座512室,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
青海环源生态技术咨询有限公司,91630103MA758T47XM,青海省-西宁市-城中区-昆仑中路79号1号楼2单元2232室,1,2,正常公开,1:2022:0,2:2023:5,3::-,4::-,5::-
江苏智圆行方环保工程有限公司,91320104771251879N,江苏省-南京市-秦淮区-紫云大道26号,1,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
浙江鲸禾环保科技有限公司,91330282MABUKML669,浙江省-宁波市-慈溪市-周巷镇城中村傅家河西路34号,1,4,正常公开,1:2022:0,2:2023:5,3::-,4::-,5::-
新疆芯诚博远环境科技有限公司,91650107MA78308K8Y,新疆维吾尔自治区-乌鲁木齐市-达坂城区-同心路北一巷11号,1,4,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
大连中硕生态环境科技有限公司,91210242MA10D7EJ36,辽宁省-大连市-旅顺口区-铁山街道创新路1号数据湖大厦305-5号,1,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
北京环宇立业环保科技有限公司,91110304MA018QA14Y,北京市-北京市-昌平区-北清路1号院3号楼8层2单元911-B,1,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河南祥德环保科技有限公司,91410100MA9G4A1E80,河南省-郑州市-金水区-中州大道634号14号楼30层3006号,1,0,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
陕西锦荣环境工程有限公司,91610113311028713M,陕西省-西安市-曲江新区-雁展路1111号莱安中心T7-1704室,1,9,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:5,5:2024:0
河北农师环保科技有限公司,91130108MABMUH5J44,河北省-石家庄市-裕华区-槐安路富强大街交口北大科技园7层a12室,1,3,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
安徽知青环保工程技术有限公司,913401003978421091,安徽省-合肥市-经济技术开发区-莲花路690号尚泽时代广场A10幢独栋办公楼,1,6,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
扬中市海润环境科技有限公司,91321182MA21MQ7C50,江苏省-镇江市-扬中市-三茅街道明珠湾788号,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
湖南振德环保科技有限公司,91430104MA4R5B1L43,湖南省-长沙市-岳麓区-湘浦路与瓦官口路交汇处洋湖奥克斯中心S4栋2221,1,2,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
广西森卓工程咨询有限公司,91450100MA5NYH2NX2,广西壮族自治区-南宁市-五象新区-博艺路8号江悦大厦十七层1701号,1,9,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
江西泰初环保技术工程有限公司,91360125MA384U6CXH,江西省-南昌市-红谷滩新区-嘉言路668号用友南昌产业园二期一号科研楼D02016室,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
尚益园（成都）企业管理有限公司,915100005510095894,四川省-成都市-青白江区-兴业大道996号5栋-1-3层112号,1,6,正常公开,1:2021:0,2:2022:0,3:2023:0,4:2024:0,5::-
内蒙古意丰环保科技有限公司,91150624MA0Q4HR6XF,内蒙古自治区-鄂尔多斯市-鄂托克旗-乌兰镇都斯图路南鑫亨富力城小区10号楼一单元401室,1,0,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
山东新四季环保咨询有限公司,91370829MA3U7QNEX3,山东省-济宁市-嘉祥县-毛李庄社区13-107,1,3,正常公开,1:2021:8,2:2022:0,3:2023:0,4::-,5::-
湖北松瑞生态环境技术有限公司,91420582MA49QEGR5F,湖北省-宜昌市-当阳市-玉阳街道办事处环城南路,1,0,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
青海海禾环境工程咨询有限公司,91630104MA758K1N7U,青海省-西宁市-城西区-西关大街130号1号楼11层11104号,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
高科环保工程集团有限公司,91350500260043533N,福建省-泉州市-丰泽区-东海碧山路81号,1,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
平凉永清环保技术有限公司,91620802067208439N,甘肃省-平凉市-崆峒区-天泰嘉苑A区8号楼2单元301室,1,1,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
中工（辽宁）环境科学研究有限公司,91210113MA0YCHGD8E,辽宁省-沈阳市-沈北新区-辽宁省沈阳市沈北新区正义路25号（17门）,1,0,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
广西漫越环保科技有限公司,91450103MA5PU0KXXM,广西壮族自治区-南宁市-邕宁区-良堤路6号南宁万达茂E5栋四十二层4201号办公,1,3,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
江苏卓学环境科技有限公司,91320104MA1Y05089X,江苏省-南京市-经济技术开发区-兴智路6号兴智科技园C栋1311,1,8,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
邢台互安环保科技有限公司,91130503MA0D6FBH1E,河北省-邢台市-桥西区-团结大街218号科技企业孵化器南楼102室,1,1,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:5,5:2024:0
佛山市天泰利安环境工程有限公司,914406047528642662,广东省-佛山市-南海区-桂城街道桂澜南路16号丽日世纪金鼎大厦1201、1202房,1,5,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
青海泰元安科技术有限公司,91630105310956905M,青海省-西宁市-城北区-海湖大道99＃万佳家博园设计大厦,1,7,正常公开,1:2021:0,2:2022:0,3:2023:10,4::-,5::-
陕西博新联环环保科技有限公司,91610600MA6YL4K876,陕西省-延安市-宝塔区-新区上城二号1号楼二单元1301室,1,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
陕西宏辉项目咨询有限公司,91610502MA6Y257E2C,陕西省-西安市-新城区-西五路64号农机大厦432室,1,4,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
山东良晨环保工程有限公司,91370481MA3P1CUF7H,山东省-枣庄市-滕州市-龙泉街道和家园小区公寓楼C座415室,1,1,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
江西泽萱环保科技有限公司,91361100MAC7T97C00,江西省-上饶市-市辖区-高铁经济试验区凤凰大道以北、站西一路以东财富广场（文博园）1＃11层,1,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
济南市众成环保科技有限公司,91370116MA3T21UY1T,山东省-济南市-市辖区-济南市莱芜区吕花园工业园,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
湖北鄂环投环境科学有限公司,91420112MABMGNTT9T,湖北省-武汉市-江岸区-兴业路136号（黄埔科技园）工业厂房（二期）1栋18车间1号房C49,1,3,正常公开,1:2023:0,2:2024:0,3::-,4::-,5::-
碧空环境科技有限公司,913301090639820993,浙江省-杭州市-拱墅区-远见大厦E座701,1,3,正常公开,1:2019:0,2:2020:5,3:2021:5,4:2022:0,5:2023:0
四川己任环保工程有限公司,91511521MA7K4CR63F,四川省-宜宾市-宜宾县-叙州区南岸广场东路22号寅吾宜都花园11幢1单元12层3号,1,4,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
青海力创环保技术咨询有限公司,91630102MA7586YW2C,青海省-西宁市-城东区-南山路120号,1,3,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
中科生态环保技术（唐山）有限公司,91130293MA0DBFM26R,河北省-唐山市-高新技术开发区-河北日报社唐山新闻中心南侧星城时代公寓A座A-107-19,1,2,守信名单,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山东金辉环保工程有限公司,91371102MA3MQ6X00Q,山东省-日照市-东港区-山东省日照市安泰星河港湾c座商务楼4F,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
河南昶泽环境科技有限公司,91410102MA47XNY186,河南省-郑州市-中原区-建设路街道建设西路118号华亚广场1号楼4单元2301号,1,5,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
内蒙古元景环境科技有限公司,91150102MA0MY0AP03,内蒙古自治区-呼和浩特市-赛罕区-世纪大街紫荆花园9号别墅,1,6,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
内蒙古清澈工程咨询有限公司,91150105MA0PWT4RXR,内蒙古自治区-呼和浩特市-赛罕区-双河路金河湾银座501室,1,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
泉州市海晟环保科技有限公司,91350582MA33G3WF72,福建省-泉州市-晋江市-安海镇西门村世纪大道南段108号七楼,1,2,正常公开,1:2020:0,2:2021:5,3:2022:0,4:2023:0,5::-
山东启宸环保工程有限公司,91370502MA3N4QWD65,山东省-东营市-经济技术开发区-府前大街78号永晖大厦805,1,10,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
浙江环宏环保科技有限公司,91330102MAD0X43P5F,浙江省-杭州市-上城区-浙江省杭州市上城区婺江路217号2号楼807室20号,1,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
河北博勋环保科技有限公司,91130104MA7CKUFH6J,河北省-石家庄市-鹿泉区-铜冶镇石铜路580号3号楼3层,1,4,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
内蒙古青合环保科技有限公司,91150502MAC75A2G39,内蒙古自治区-通辽市-科尔沁区-永清办事处华申时代广场综合楼2＃楼5层504室,1,3,正常公开,1:2023:0,2::-,3::-,4::-,5::-
张家港保税区苏大安康卫生与环境技术咨询有限公司,91320592591163900D,江苏省-苏州市-张家港市-张家港市杨舍镇滨河路5号爱康大厦2005,1,5,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
中朗云畅工程项目管理（河北）有限公司,91130605MA7C2C3K7U,河北省-保定市-高新技术产业开发区-隆兴中路133号东办公楼5楼505室,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
贵州鑫宏庆环保咨询服务有限公司,91520115MAAJPNYWXU,贵州省-贵阳市-观山湖区-贵州省贵阳市观山湖区观山街道西二环235号北大资源梦想城6号地块A01栋1单元4层20号,1,3,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:5,5::-
四川富跃环保有限公司,91511521MA68MEN856,四川省-宜宾市-宜宾县-叙州区南岸西区一期D-22号地块公馆壹号1幢1单元6层609号,1,1,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
广东亨利达环保科技有限公司,914413003250887251,广东省-惠州市-惠城区-江北文明一路三号中信城市时代A座501,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
云南万昆环保科技有限公司,91530103MA6PAEUR5T,云南省-昆明市-五华区-云南省昆明市五华区学府路与金鼎山北路交叉口金鼎科技园1号平台A1栋401,1,3,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
甘肃万庆消防环保科技有限公司,916210223321530894,甘肃省-庆阳市-环县-环城镇棚户区改造公路段片区安置小区四号楼二单元1504,1,5,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
河南雨后晴环境科技有限公司,91410100MA9K15JF4H,河南省-郑州市-高新技术开发区-长椿路11号河南省国家大学科技园西区南配1号楼102-506室,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
西藏瑞宁环保有限公司,91540091MABWBB8317,西藏自治区-拉萨市-堆龙德庆区-金珠西路158号阳光新城A区2栋2单元3-2号,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
苏州恒致安全环保科技有限公司,91320582MA7KACFP5J,江苏省-苏州市-张家港市-杨舍镇南二环路梁丰五金城2＃3楼A5,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
连云港鸿源环保工程有限公司,91320706MA20MED602,江苏省-连云港市-海州区-振华路16号1＃标准厂房二楼,1,2,正常公开,1:2021:0,2:2022:0,3:2023:0,4:2024:0,5::-
安徽净坤环境科技有限公司,91341881MA2TPY719A,安徽省-宣城市-宁国市-千秋南路麦尔克塑业院内二楼,1,3,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
山西方维工程管理咨询有限公司,91140100MA0HKMCAX2,山西省-太原市-小店区-坞城路92号山西大学科技园创新园区B-2036室,1,6,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:5,5::-
新疆中天聚能环境科技有限公司,91650100MA786NK93L,新疆维吾尔自治区-乌鲁木齐市-经济技术开发区-云台山街499号盛达广场1-406,1,3,正常公开,1:2020:0,2:2021:5,3:2022:0,4:2023:5,5::-
山西澳鑫环保科技有限公司,91140100080982015L,山西省-太原市-小店区-体育西路288号幢10层1001室,1,5,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
贵州中茵环保科技有限公司,91520115MAAKTNE898,贵州省-贵阳市-观山湖区-金阳街道办事处金阳汇城办公室15层9号,1,4,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
广东川吉环保有限公司,91441302MA4WBLFKX4,广东省-惠州市-惠城区-东江二路二号富力丽港中心酒店10层11号,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
德州时源环保科技有限公司,91371400MA3T12BP47,山东省-德州市-德城区-广川街道办事处三八中路唐人中心C座30楼3014室,1,2,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
西藏国策环保科技股份有限公司,91540000735548683K,西藏自治区-拉萨市-城关区-八一国际广场B栋10层,1,1,正常公开,1:2019:5,2:2020:0,3:2021:5,4:2022:0,5:2023:0
辽宁睿铂生态环保科技有限公司,91211500MA7KEHFM6F,辽宁省-沈抚新区管理委员会-沈抚新区管理委员会-沈抚示范区沈抚路66号8层807（8）,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
山东环安环保科技有限公司,91371500MA7MTW9H1T,山东省-聊城市-高新技术产业开发区-九州街道庐山路5号云商大厦A栋6层605室,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
沣杨（大连）环境工程有限公司,91210213MA107AH02Q,辽宁省-大连市-金普新区-辽宁省大连经济技术开发区赤峰街21-1号,1,1,正常公开,1:2022:5,2:2023:0,3::-,4::-,5::-
潍坊市绿色家园环境保护咨询有限公司,91370705680660896W,山东省-潍坊市-滨海经济开发区-沂河大街15134号,1,4,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
黑龙江绿谱环保科技有限公司,91230103MA1C7XGQ2P,黑龙江省-哈尔滨市-南岗区-东大直街222号润发置业大厦16层B房间328号,1,1,正常公开,1:2020:0,2:2021:8,3:2022:0,4:2023:0,5::-
重庆学正环境污染治理有限公司,915001080542832293,重庆市-重庆市-南岸区-上海城嘉德中心2号,1,3,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:5,5::-
江苏迪赛恩市政环保设计研究院有限公司,91321003MA1MT8Y99R,江苏省-扬州市-邗江区-扬州高新技术产业开发区开发西路217号,1,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河北研用环境科技有限公司,91130101MA0EEXKB30,河北省-石家庄市-石家庄高新区-裕华东路453号创新大厦8层808室,1,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
内蒙古竟诚环保科技有限公司,9115090034145895XT,内蒙古自治区-乌兰察布市-集宁区-乌兰察布市集宁区纬一路盛世嘉华7楼,1,2,正常公开,1:2021:0,2:2022:0,3:2023:5,4::-,5::-
甘肃宇合环境工程有限责任公司,91622923MA71UY5GX7,甘肃省-临夏回族自治州-永靖县-甘肃省临夏州永靖县古城新区太极东路1号国土大厦5号铺面,1,2,正常公开,1:2022:0,2:2023:5,3::-,4::-,5::-
南京正星齐环保科技有限公司,91320115MA1NF6F620,江苏省-南京市-江宁区-彤天路18号华通产业园1栋416室,1,3,正常公开,1:2019:0,2:2020:10,3:2021:0,4:2022:0,5:2023:0
吉林省鑫盛桥环境技术服务有限公司,91220108MA178HUN4J,吉林省-长春市-经济技术开发区-净月大街道222号首地首城D-37＃1004号,1,1,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
安徽省德乔环境科学技术研究发展有限公司,91340100578507721J,安徽省-合肥市-高新技术产业开发区-科学大道天茂大厦1009室,1,6,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
